Company,Product,Cpu,Ram,Gpu,OpSys,Inches,Price,Cpu_brand,Gpu_brand,HDD,SSD,LogPrice
Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,14,49990,10 Cores,Intel,0,512,10.81957826
Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Integrated UHD,Windows 11 OS,14,54990,10 Cores,Intel,0,512,10.91490663
Lenovo,IdeaPad Gaming 3 82SA00B2IN Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 3060,Windows 11 OS,16,119990,14 Cores,6GB,0,512,11.69516368
MSI,Creator M16 A12UD-633IN Laptop,"14 Cores (6P + 8E), 20 Threads",16,4GB NVIDIA GeForce RTX 3050 Ti,Windows 11 OS,16,85990,14 Cores,4GB,0,512,11.36198629
MSI,Creator Pro M16 A12UIS-634IN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,4GB NVIDIA GeForce RTX A1000,Windows 11 OS,16,85590,14 Cores,4GB,0,1000,11.35732373
Lenovo,V15 82KDA01EIH Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,31990,"Quad Core,",AMD,0,512,10.37317863
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,55800,"Hexa Core,",AMD,0,512,10.92952915
Xiaomi,Notebook Pro 120G Laptop,"Octa Core, 12 Threads",16,Intel UHD Graphics,Windows 11 OS,14,72422,"Octa Core,",Intel,0,512,11.1902654
Acer,Extensa 15 EX215-54 Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,31500,"Dual Core,",Intel,0,512,10.35774282
Asus,VivoBook 14 X415EA-EK322WS Notebook,"Dual Core, 4 Threads",8,Intel Integrated Intel UHD,Windows 11 OS,14,37990,"Dual Core,",Intel,0,512,10.54507825
HP,Victus 15-fb0050AX Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,63490,"Hexa Core,",4GB,0,512,11.05863769
Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,60990,10 Cores,Intel,0,512,11.0184652
Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,15.6,39900,"Hexa Core,",AMD,0,512,10.5941316
Asus,VivoBook 15 X1500EA-EJ322WS Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,33990,"Dual Core,",Intel,0,512,10.43382164
HP,Pavilion 15s-fq5112TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,57580,10 Cores,Intel,0,512,10.96093056
Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,"Octa Core, 16 Threads",32,16GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,16,339990,"Octa Core,",16GB,0,2000,12.73667148
HP,15s-fq2672TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,34999,"Dual Core,",Intel,0,512,10.46307477
HP,15s-fq5111TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe,Windows 11 OS,15.6,54990,10 Cores,Intel,0,512,10.91490663
HP,15s-dr3506TU Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,35999,"Dual Core,",Intel,0,0,10.49124644
HP,15s-du3614TU Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows 11 OS,15.6,41710,"Dual Core,",Intel,0,0,10.63849619
Dell,Vostro 5625 laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,16,50090,"Hexa Core,",AMD,0,512,10.82157667
HP,Pavilion 14s- fy1003AU Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,45890,"Hexa Core,",AMD,0,512,10.73400251
HP,15s-eq1559AU Laptop,"Dual Core, 2 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,29990,"Dual Core,",AMD,0,512,10.30861927
HP,15s-FR2511TU Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,37672,"Dual Core,",Intel,0,512,10.53667239
Dell,G15-5525 Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,83523,"Octa Core,",4GB,0,512,11.33287732
Acer,Aspire 5 A515-57G Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,52128,12 Cores,4GB,0,512,10.86145751
Acer,Aspire 3 A315-59 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics ,Windows 11 OS,15.6,39990,10 Cores,Intel,0,512,10.5963847
Dell,Inspiron 3525 Laptop,"Octa Core, 16 Threads",8,AMD Radeon Radeon Graphics,Windows 11 OS,15.6,54790,"Octa Core,",AMD,0,512,10.91126297
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,16,147090,14 Cores,8GB,0,2000,11.89879992
HP,Pavilion 14-dv2041TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,67990,10 Cores,Intel,0,512,11.12711591
MSI,Thin GF63 11SC-853IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB NVIDIA Geforce GTX1650 Max Q,Windows 10 OS,15.6,49290,"Hexa Core,",4GB,0,512,10.8054765
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11  OS,15.6,51990,"Quad Core,",4GB,0,512,10.85880667
HP,Pavilion 14-dv2015TU Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,83149,10 Cores,Intel,0,1000,11.32838946
HP,Pavilion 15s-FQ5009TU Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe,Windows 11 OS,15.6,54999,10 Cores,Intel,0,512,10.91507028
Samsung,Galaxy Book2 15 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,74990,10 Cores,Intel,0,512,11.22511005
Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,66990,"Octa Core,",4GB,0,512,11.11229863
HP,Pavilion 15-eg2009TU Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Iris Xe,Windows 11 OS,15.6,61990,12 Cores,Intel,0,512,11.03472836
HP,Pavilion 14-ec1003AU Laptop,"Hexa Core, 12 Threads",8,AMD Radeon Graphics,Windows 11 OS,14,51573,"Hexa Core,",AMD,0,512,10.85075356
Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,"Dual Core, 4 Threads",8,Intel Integrated UHD,Windows OS,15.6,31500,"Dual Core,",Intel,0,256,10.35774282
Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,"Dual Core, 4 Threads",4,Intel Integrated UHD,Windows 11 OS,15.6,29000,"Dual Core,",Intel,0,256,10.27505111
HP,15s-eq2143au Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows OS,15.6,32990,"Quad Core,",AMD,0,512,10.40395976
Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,"Hexa Core, 12 Threads",8,AMD Radeon,Windows 11 OS,15.6,36990,"Hexa Core,",AMD,0,512,10.51840288
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,10 Cores (8P + 2E),16,16-core GPU,Mac OS,14.2,239900,10 Cores,16-core,0,1000,12.38797745
Apple,MacBook Pro 16 inch MK1A3HN Laptop,10 Cores,32,32-core GPU,Mac OS,16.2,309490,10 Cores,32-core,0,1000,12.64268106
Dell,Inspiron 3511 Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 10  OS,15.6,49990,"Quad Core,",Intel,0,512,10.81957826
Dell,Inspiron 3511 Laptop,"Dual Core, 4 Threads",8,Intel Integrated,Windows 10 OS,15.6,40250,"Dual Core,",Intel,0,0,10.60286528
Asus,VivoBook F571LH-BQ435T Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce GTX 1650,Windows 10 OS,15.6,59990,"Octa Core,",4GB,0,512,11.00193316
Dell,Inspiron 3511 Laptop,"Quad Core, 8 Threads",8,2GB NVIDIA GeForce MX350,Windows 10 OS,15.6,57990,"Quad Core,",2GB,0,0,10.96802586
Realme,Book Slim Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 10 OS,14,36999,"Dual Core,",Intel,0,256,10.51864616
Xiaomi,RedmiBook Pro 15 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 10  OS,15.6,53990,"Hexa Core,",AMD,0,512,10.89655412
Xiaomi,RedmiBook Pro 14 Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 10  OS,14,48990,"Hexa Core,",AMD,0,512,10.79937147
Vaio,SE14 NP14V3IN033P Laptop,"Quad Core, 8 Threads",8,Intel Iris Xe Graphics,Windows 10 OS,14,39990,"Quad Core,",Intel,0,512,10.5963847
HP,15s-GR0012AU Laptop,"Dual Core, 4 Threads",8,AMD Radeon Vega 6,Windows 10 OS,15.6,37290,"Dual Core,",AMD,0,0,10.52648047
Microsoft,Surface Laptop 3 1873,"Quad Core, 8 Threads",8,AMD Radeon Vega 9,Windows 10 OS,15,60390,"Quad Core,",AMD,0,128,11.00857881
Huawei,MateBook D15 Laptop,"Quad Core, 8 Threads",8,2GB NVIDIA GeForce MX250,Windows 10 OS,15.6,54999,"Quad Core,",2GB,0,256,10.91507028
HP,EliteBook 840 G6,"Quad Core, 8 Threads",8,Integrated UHD Graphics 620,Windows 10 OS,14,90464,"Quad Core,",Integrated,0,512,11.41270726
Acer,Swift SF514-52T NX.GTMSI.025 Laptop,"Quad Core, 8 Threads",8,Intel Integrated UHD 620,Windows 10 OS,14,54490,"Quad Core,",Intel,0,512,10.90577248
Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,Quad Core,8,Intel Iris Plus Graphics 655,Mac High Sierra OS,13.3,199900,Quad Core,Intel,0,512,12.20557252
Dell,Latitude 13 5320 2 in 1 Laptop,"Quad Core, 8 Threads",8,Intel UHD Graphics,Windows 10  OS,13.3,89999,"Quad Core,",Intel,0,256,11.40755384
Dell,Latitude 9430 Laptop,"10 Cores (2P + 8E), 12 Threads",32,Intel Iris Xe Graphics,Windows OS,14.1,260000,10 Cores,Intel,0,1000,12.46843691
Acer,Aspire Lite 15 AL15-51 2023  Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,45999,"Quad Core,",Intel,0,1000,10.73637494
Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel UHD Graphics,Windows 11 OS,16,106990,12 Cores,Intel,0,1000,11.58049065
Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,221990,10 Cores,Intel,0,1000,12.31038761
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,"14 Cores (6P + 8E), 20 Threads",32,8GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,16,146990,14 Cores,8GB,0,2000,11.89811984
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11  OS,15.6,52990,"Quad Core,",4GB,0,512,10.8778585
Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,"12 Cores (4P + 8E), 16 Threads",8,Intel Integrated Iris Xe,Windows 11 OS,14,59990,12 Cores,Intel,0,512,11.00193316
Dell,Inspiron 15 3511 Laptop,"Quad Core, 8 Threads",8,Intel Integrated UHD Graphics,Windows 11  OS,15.6,52990,"Quad Core,",Intel,0,512,10.8778585
Samsung,Galaxy Book2 15 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,15.6,64490,10 Cores,Intel,0,512,11.07426545
Samsung,Galaxy Book2 Laptop,"12 Cores (4P + 8E), 16 Threads",8,4GB Intel Arc A350M Graphics,Windows 11 OS,15.6,78990,12 Cores,4GB,0,512,11.27707654
Samsung,Galaxy Book2 15 Laptop,"10 Cores, 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,59900,"10 Cores,",Intel,0,512,11.00043178
HP,Pavilion 14-EC1019AU Laptop,"Hexa Core, 12 Threads",16,AMD Radeon AMD,Windows 11 OS,14,55990,"Hexa Core,",AMD,0,512,10.93292838
Lenovo,V15-IGL 82C3A008IH Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,DOS OS,15.6,19990,"Dual Core,",Intel,0,256,9.902987427
Realme,Book Prime Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,14,47990,"Quad Core,",Intel,0,512,10.77874793
Samsung,Galaxy Book2 Pro 360 13 Laptop,"Octa Core, 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,112990,"Octa Core,",Intel,0,512,11.6350546
Samsung,Galaxy Book2 Pro 13 Laptop,"Octa Core, 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,101990,"Octa Core,",Intel,0,512,11.53263005
Samsung,Galaxy Book2 Pro 360 13 Laptop,"12 Cores (4P + 8E), 16 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,13.3,102990,12 Cores,Intel,0,512,11.54238718
Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,"Quad Core, 4 Threads",4,Intel UHD Graphics,Windows 11 OS,13.3,33499,"Quad Core,",Intel,0,0,10.41927087
HP,15s-eq2143au Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows OS,15.6,33999,"Quad Core,",AMD,0,512,10.43408639
Apple,MacBook Pro 16 inch MK183HN Laptop,10 Cores,16,16-core GPU,Mac OS,16.2,215994,10 Cores,16-core,0,512,12.28300591
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,10 Cores (8P + 2E),16,16-core GPU,Mac OS,14.2,215994,10 Cores,16-core,0,1000,12.28300591
Asus,VivoBook X509FA-BR301T Laptop,"Dual Core, 4 Threads",4,Intel UHD Graphics,Windows 10 OS,15.6,26500,"Dual Core,",Intel,0,0,10.18490001
Xiaomi,Mi Notebook Pro X 15 Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 10  OS,15.6,79990,"Quad Core,",Intel,0,512,11.28965691
Dell,Inspiron 5518 Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe Graphics,Windows 10 OS,15.6,68000,"Quad Core,",Intel,0,512,11.12726298
Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,"Quad Core, 8 Threads",8,Intel Integrated Iris Xe,Windows 10 OS,15.6,47925,"Quad Core,",Intel,0,512,10.77739257
Xiaomi,RedmiBook Pro 15 Laptop,"Octa Core, 16 Threads",16,AMD Radeon Graphics,Windows 10  OS,15.6,59990,"Octa Core,",AMD,0,512,11.00193316
Dell,Latitude 3410 Laptop,"Quad Core, 8 Threads",8,Intel HD,Ubuntu OS,14,67800,"Quad Core,",Intel,0,512,11.12431747
Microsoft,Surface Laptop 3 1873,"Quad Core, 8 Threads",8,AMD Radeon Vega 9,Windows 10 OS,15,60490,"Quad Core,",AMD,0,128,11.01023334
Apple,MacBook Air 2020 Laptop,"Quad Core, 8 Threads",8,Intel Iris Plus,"Mac 10.15.3	 OS",13.3,72999,"Quad Core,",Intel,0,256,11.19820102
Apple,MacBook Air 2020 Laptop,"Quad Core, 8 Threads",8,Intel Iris Plus,"Mac 10.15.3	 OS",13.3,109999,"Quad Core,",Intel,0,512,11.60822655
Dell,Inspiron 5370 Laptop,"Quad Core, 8 Threads",8,4GB Geforce MX130,Windows 10 OS,13.3,87990,"Quad Core,",4GB,0,256,11.38497845
HP,ZBook 15 G6 Laptop,"Hexa Core, 12 Threads",16,Intel UHD Graphics 630,Windows 10 OS,15.6,121900,"Hexa Core,",Intel,0,512,11.71095632
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA Geforce GTX 1050Ti,Windows 10 OS,15.6,136490,"Hexa Core,",4GB,0,1000,11.82400663
Gigabyte,G5 MF-E2IN313SHLaptop,"12 Cores (4P + 8E), 16 Threads",8,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,143700,12 Cores,6GB,0,512,11.87548307
HP,15s-er2004AU Laptop,"Octa Core, 16 Threads",16,AMD Radeon,Windows 11 OS,15.6,50490,"Octa Core,",AMD,0,512,10.82953058
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel UHD Graphics,Windows 11 OS,15.6,71990,10 Cores,Intel,0,1000,11.1842825
Dell,G15-5530 15 2023 Gaming Laptop,14 Cores (6P + 8E),16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,15.6,136899,14 Cores,6GB,0,1000,11.82699871
Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,"Hexa Core, 12 Threads",16,AMD Radeon Graphics,Windows 11 OS,14,62990,"Hexa Core,",AMD,0,512,11.05073126
Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,14,43990,"Quad Core,",AMD,0,512,10.69171761
Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,"Quad Core, 8 Threads",8,AMD Radeon AMD,Windows 11 OS,15.6,33990,"Quad Core,",AMD,0,512,10.43382164
Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,"Hexa Core, 12 Threads",16,Intel Iris Xe Graphics,Windows 11 OS,15.6,58990,"Hexa Core,",Intel,0,1000,10.98512322
MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,15.6,154990,14 Cores,8GB,0,1000,11.95111588
MSI,Summit B15 A11M-236IN Laptop,"Quad Core, 8 Threads",16,Intel Iris Xe,Windows 10 OS,15.6,69990,"Quad Core,",Intel,0,1000,11.15610765
Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,"Dual Core, 4 Threads",8,Intel Iris Xe Graphics,DOS OS,14,50000,"Dual Core,",Intel,0,512,10.81977828
Lenovo,V15 G4 Laptop,"Quad Core, 8 Threads",8,AMD Radeon Graphics,Windows 11 OS,15.6,36990,"Quad Core,",AMD,0,512,10.51840288
Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,"Octa Core, 16 Threads",16,Integrated AMD Radeon Graphics,Windows 11 OS,15.6,76500,"Octa Core,",Integrated,0,512,11.24504602
Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics ,Windows 11 OS,15.6,33990,Hexa Core,Intel,0,256,10.43382164
Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,"Quad Core, 8 Threads",8,AMD Radeon 610M,Windows 11 OS,15.6,32990,"Quad Core,",AMD,0,512,10.40395976
Asus,Vivobook 16X K3605VU-MB541WS Laptop,"12 Cores (4P + 8E), 16 Threads",16,6GB NVIDIA Geforce RTX 4050,Windows 11 OS,16,103221,12 Cores,6GB,0,512,11.5446276
Asus,Vivobook 16X K3605ZU-MB542WS Laptop,"Octa Core (4P + 4E), 12 Threads",16,6GB NVIDIA Geforce RTX 4050,Windows 11 OS,16,89990,Octa Core,6GB,0,512,11.40745383
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce RTX 2050 ,Windows 11 OS,15.6,56990,"Quad Core,",4GB,0,512,10.95063109
Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,"Quad Core, 8 Threads",16,AMD Radeon AMD,Windows 11 OS,14,44980,"Quad Core,",AMD,0,512,10.71397323
Asus,Vivobook Go 14 E410KA-EK013W Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Windows OS,14,23990,"Dual Core,",Intel,0,256,10.08539236
Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11 OS,15.6,76990,"Octa Core,",4GB,0,512,11.25143082
Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Chrome OS,14,26920,"Dual Core,",Intel,0,64,10.20062478
Ultimus,Lite NU14U4INC44BN-CS Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD Graphics,Windows 11 OS,14.1,14490,"Dual Core,",Intel,0,256,9.581214035
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,"Dual Core, 4 Threads",8,Intel UHD Graphics,Windows 11 OS,15.6,38990,"Dual Core,",Intel,0,512,10.57106048
Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,52990,"Quad Core,",4GB,0,512,10.8778585
HP,Omen 17-ck2011TX Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,16GB NVIDIA GeForce RTX 4090 ,Windows 11  OS,17.3,362999,24 Cores,16GB,0,1000,12.80215536
Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,64990,Octa Core,4GB,0,512,11.08198869
Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,"Octa Core (4P + 4E), 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,62990,Octa Core,4GB,0,512,11.05073126
Acer,One 11 Z8-284 UN.013SI.032 Laptop,"Dual Core, 2 Threads",8,Intel Integrated UHD,Windows 11 OS,11.6,18990,"Dual Core,",Intel,0,256,9.851667804
HP,Omen 16-u0022TX Gaming Laptop,"16 Cores (8P + 8E), 24 Threads",16,6GB NVIDIA GeForce RTX 4050,Windows 11 OS,16.1,169999,16 Cores,6GB,0,512,12.04354783
HP,Omen 16-u0021TX Gaming Laptop,"16 Cores (8P + 8E), 24 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16.1,189999,16 Cores,8GB,0,1000,12.15477409
HP,Omen 16-u0024TX Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,8GB NVIDIA GeForce RTX 4070,Windows 11 OS,16.1,298999,24 Cores,8GB,0,2000,12.60819551
HP,Pavilion Plus ‎14-ey0789AU Laptop,"Octa Core, 16 Threads",16,AMD Radeon 780M Graphics,Windows 11 OS,14,99999,"Octa Core,",AMD,0,1000,11.51291546
HP,Omen 17-ck2008AX Gaming Laptop,"16 Cores (8P + 8E), 24 Threads",16,12GB NVIDIA GeForce RTX 4080,Windows 11 OS,17.3,267999,16 Cores,12GB,0,1000,12.49873853
Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,"14 Cores (6P + 8E), 20 Threads",16,6GB NVIDIA GeForce RTX 3050,Windows 11  OS,16,108990,14 Cores,6GB,0,1000,11.59901141
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,"Quad Core, 8 Threads",8,4GB NVIDIA GeForce GTX 1650,Windows 11 OS,15.6,51990,"Quad Core,",4GB,0,512,10.85880667
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,"Hexa Core, 12 Threads",16,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,17.3,62608,"Hexa Core,",4GB,0,512,11.04464834
Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,"12 Cores (4P + 8E), 16 Threads",8,4GB NVIDIA GeForce RTX 2050,Windows 11 OS,15.6,57999,12 Cores,4GB,0,512,10.96818105
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,14,62990,10 Cores,Intel,0,512,11.05073126
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,"Octa Core (4P + 4E), 12 Threads",16,Integrated Intel Iris Xe Graphics,Windows 11 OS,14,71990,Octa Core,Integrated,0,512,11.1842825
Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,"24 Cores (8P + 16E), 32 Threads",32,12GB NVIDIA Geforce RTX 4080,Windows 11 OS,16,297990,24 Cores,12GB,0,1000,12.60481521
Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,"10 Cores (6P + 4E), 16 Threads",16,8GB NVIDIA GeForce RTX 4060,Windows 11 OS,16,138490,10 Cores,8GB,0,1000,11.8385534
Lenovo,Legion 5 Pro 82JQ010EIN Laptop,"Octa Core, 16 Threads",16,6GB NVIDIA GeForce RTX 3060,Windows 11 OS,16,103395,"Octa Core,",6GB,0,512,11.54631188
Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,"Octa Core, 16 Threads",16,4GB NVIDIA GeForce RTX 3050,Windows 11  OS,16,88990,"Octa Core,",4GB,0,512,11.39627928
MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,24 Cores (8P + 16E),64,8GB NVIDIA RTX 3000 Ada,Windows 11 OS,16,419990,24 Cores,8GB,0,2000,12.94798618
Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,"10 Cores (2P + 8E), 12 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,87990,10 Cores,Intel,0,512,11.38497845
Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,"10 Cores (2P + 8E), 12 Threads",8,Intel Iris Xe Graphics,Windows 11 OS,15.6,48990,10 Cores,Intel,0,512,10.79937147
MSI,Bravo 15 B7ED-011IN Gaming Laptop,"Octa Core, 16 Threads",16,4GB AMD Radeon RX6550M,Windows 11 OS,15.6,79990,"Octa Core,",4GB,0,512,11.28965691
Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,"Hexa Core (2P + 4E), 8 Threads",8,Intel UHD Graphics ,Windows 11 OS,15.6,33990,Hexa Core,Intel,0,256,10.43382164
HP,14s-dr3002TU Laptop,"Dual Core, 2 Threads",8,Intel UHD Graphics,Windows 11 OS,14,26990,"Dual Core,",Intel,0,512,10.20322171
Acer,C734 NX.H8VSI.004 Chromebook Laptop,"Dual Core, 2 Threads",4,Intel Integrated UHD,Chrome OS,11.6,13990,"Dual Core,",Intel,0,0,9.546098068
Acer,TravelMate P2 TMP214-53 Business Laptop,"Quad Core, 8 Threads",16,Intel Integrated Iris Xe,Windows 11 OS,14,49990,"Quad Core,",Intel,0,1000,10.81957826
MSI,Bravo 15 B7ED-012IN Gaming Laptop,"Hexa Core, 12 Threads",8,4GB AMD Radeon RX6550M,Windows 11 OS,15.6,59990,"Hexa Core,",4GB,0,512,11.00193316
